"Energy","CPS","Spectrum"
"296",5.9179655,0.692887217674722,"blackdiamond"
"297",5.9380264,0.767391219575229,"blackdiamond"
"298",5.9580873,0.767391219575229,"blackdiamond"
"299",5.9781482,0.77484161976528,"blackdiamond"
"300",5.9982091,0.722688818434924,"blackdiamond"
"301",6.01827,0.599757215299087,"blackdiamond"
"302",6.0383309,0.644459616439391,"blackdiamond"
"303",6.0583918,0.748765219100102,"blackdiamond"
"304",6.0784527,0.815818820810559,"blackdiamond"
"305",6.0985136,0.745040019005077,"blackdiamond"
"306",6.1185745,0.655635216724468,"blackdiamond"
"307",6.1386354,0.722688818434924,"blackdiamond"
"308",6.1586963,0.663085616914518,"blackdiamond"
"309",6.1787572,0.689162017579696,"blackdiamond"
"310",6.1988181,0.648184816534417,"blackdiamond"
"311",6.218879,0.648184816534417,"blackdiamond"
"312",6.2389399,0.622108415869239,"blackdiamond"
"313",6.2590008,0.674261217199595,"blackdiamond"
"314",6.2790617,0.648184816534417,"blackdiamond"
"315",6.2991226,0.867971622140915,"blackdiamond"
"316",6.3191835,0.979727624991676,"blackdiamond"
"317",6.3392444,1.13618602898274,"blackdiamond"
"318",6.3593053,1.16971282983797,"blackdiamond"
"319",6.3793662,1.37832403515939,"blackdiamond"
"320",6.3994271,1.26284283221361,"blackdiamond"
"321",6.419488,1.53850763924548,"blackdiamond"
"322",6.4395489,1.31872083363899,"blackdiamond"
"323",6.4596098,1.20696483078822,"blackdiamond"
"324",6.4796707,0.990903225276752,"blackdiamond"
"325",6.4997316,0.793467620240407,"blackdiamond"
"326",6.5197925,0.82326922100061,"blackdiamond"
"327",6.5398534,0.685436817484671,"blackdiamond"
"328",6.5599143,0.67798641729462,"blackdiamond"
"329",6.5799752,0.663085616914518,"blackdiamond"
"330",6.6000361,0.651910016629442,"blackdiamond"
"331",6.620097,0.648184816534417,"blackdiamond"
"332",6.6401579,0.525253213398579,"blackdiamond"
"333",6.6602188,0.666810817009544,"blackdiamond"
"334",6.6802797,0.651910016629442,"blackdiamond"
"335",6.7003406,0.566230414443858,"blackdiamond"
"336",6.7204015,0.622108415869239,"blackdiamond"
"337",6.7404624,0.58113121482396,"blackdiamond"
"338",6.7605233,0.558780014253808,"blackdiamond"
"339",6.7805842,0.637009216249341,"blackdiamond"
"340",6.8006451,0.625833615964265,"blackdiamond"
"341",6.820706,0.692887217674722,"blackdiamond"
"342",6.8407669,0.651910016629442,"blackdiamond"
"343",6.8608278,0.692887217674722,"blackdiamond"
"344",6.8808887,0.696612417769747,"blackdiamond"
"345",6.9009496,0.603482415394112,"blackdiamond"
"346",6.9210105,0.741314818910051,"blackdiamond"
"347",6.9410714,0.558780014253808,"blackdiamond"
"348",6.9611323,0.648184816534417,"blackdiamond"
"349",6.9811932,0.700337617864772,"blackdiamond"
"350",7.0012541,0.771116419670254,"blackdiamond"
"351",7.021315,0.845620421570762,"blackdiamond"
"352",7.0413759,0.718963618339899,"blackdiamond"
"353",7.0614368,0.730139218624975,"blackdiamond"
"354",7.0814977,0.763666019480204,"blackdiamond"
"355",7.1015586,0.72641401852995,"blackdiamond"
"356",7.1216195,0.748765219100102,"blackdiamond"
"357",7.1416804,0.610932815584163,"blackdiamond"
"358",7.1617413,0.72641401852995,"blackdiamond"
"359",7.1818022,0.655635216724468,"blackdiamond"
"360",7.2018631,0.637009216249341,"blackdiamond"
"361",7.221924,0.607207615489138,"blackdiamond"
"362",7.2419849,0.648184816534417,"blackdiamond"
"363",7.2620458,0.722688818434924,"blackdiamond"
"364",7.2821067,0.663085616914518,"blackdiamond"
"365",7.3021676,0.614658015679188,"blackdiamond"
"366",7.3222285,0.607207615489138,"blackdiamond"
"367",7.3422894,0.584856414918985,"blackdiamond"
"368",7.3623503,0.666810817009544,"blackdiamond"
"369",7.3824112,0.771116419670254,"blackdiamond"
"370",7.4024721,0.87169682223594,"blackdiamond"
"371",7.422533,0.841895221475737,"blackdiamond"
"372",7.4425939,0.957376424421524,"blackdiamond"
"373",7.4626548,0.987178025181727,"blackdiamond"
"374",7.4827157,1.03188042632203,"blackdiamond"
